Item_Name;Price;Size;Number_of_Rooms;Address;Seller;Tags;Image_URL;Page_Link;Status;Region;Object;Action;Date;Latitude;Longitude;Price_EUR;Rooms;Size_m2;Latitude_n;Longitude_n
Exklusive 3-Zimmer-Wohnung mit Dachterrasse am Adneter Riedl;599.000 €;80,91 m²;3 Zimmer;5400 Hallein;;"Garten
Balkon
Terrasse
Video Live-Besichtigung";https://pictures.immobilienscout24.de/dims3/S3/quality/80/legacy_thumbnail/343x193/format/webp/https://s3-eu-west-1.amazonaws.com/prod.www.immobilienscout24.at/012.0015I00000Bm61X-b48941f5b6c34466a7a0f4f66856d611;https://www.immobilienscout24.at/expose/647eefc0b9e50c3429979590;Available;salzburg/hallein;wohnung;kaufen;2023-12-17;47.6821521;13.0956313;599000.0;3.0;80.91;47.682309357333246;13.095773121343097
K3 - Traumhafte 4-Zimmerwohnung mit großem Garten! - Inklusive zwei überdachte Parkplätze!;620.000 €;90 m²;4 Zimmer;5422 Hallein;;"Garten
Terrasse
Parkplatz";https://pictures.immobilienscout24.de/dims3/S3/quality/80/legacy_thumbnail/343x193/format/webp/https://s3-eu-west-1.amazonaws.com/prod.www.immobilienscout24.at/012.0015I000002N6cq-1683069410-d7e15e45ab4d4fd2be6199ab0ea3ba37;https://www.immobilienscout24.at/expose/6452e08cc645dfcc1fd001e9;Available;salzburg/hallein;wohnung;kaufen;2023-12-17;47.6821521;13.0956313;620000.0;4.0;90.0;47.68208246070378;13.09554972060195
K3 - Helle und sehr gepflegte 3-Zimmerwohnung in ruhiger Lage mit Grün- und Bergblick!;379.000 €;75,34 m²;3,5 Zimmer;5400 Hallein;;"Garten
Parkplatz";https://pictures.immobilienscout24.de/dims3/S3/quality/80/legacy_thumbnail/343x193/format/webp/https://s3-eu-west-1.amazonaws.com/prod.www.immobilienscout24.at/012.0015I000002N6cq-1690760866-1e9b1b4cfe1e4539aa97f01c31b6c947;https://www.immobilienscout24.at/expose/64c8c9fe8c9976f36e15ff69;Available;salzburg/hallein;wohnung;kaufen;2023-12-17;47.6821521;13.0956313;379000.0;3.5;75.34;47.682148191575735;13.095483655818477
K3 - Helle 4-Zimmerwohnung mit Balkon und eigenem Garagenplatz! - Familienfreundliches Wohnen!;470.000 €;89 m²;4 Zimmer;5400 Hallein;;"Balkon
Parkplatz";https://pictures.immobilienscout24.de/dims3/S3/quality/80/legacy_thumbnail/343x193/format/webp/https://s3-eu-west-1.amazonaws.com/prod.www.immobilienscout24.at/012.0015I000002N6cq-1682071274-5b19b5dd534e45cc9da2aa84d786970d;https://www.immobilienscout24.at/expose/6444eb1030cf8367b3bcce42;Available;salzburg/hallein;wohnung;kaufen;2023-12-17;47.6821521;13.0956313;470000.0;4.0;89.0;47.68218748872189;13.09561103156804
Eigene Wohnetage mit eigenem Eingang;185.000 €;93,2 m²;5 Zimmer;5524 Annaberg im Lammertal;statt;"Balkon
Video Live-Besichtigung";https://pictures.immobilienscout24.de/dims3/S3/quality/80/legacy_thumbnail/343x193/format/webp/https://s3-eu-west-1.amazonaws.com/prod.www.immobilienscout24.at/012.0012000001E3qwu-1671105430-48ea252a50c04122b059ec0b16360d49;https://www.immobilienscout24.at/expose/6399850b1d04f9a76c29790d;Available;salzburg/hallein;wohnung;kaufen;2023-12-17;47.5167;13.4333333;185000.0;5.0;93.2;47.5167155894347;13.433266006585002
Moderne 3-Zimmer-Wohnung in Rif;440.000 €;67 m²;3 Zimmer;5400 Taxach;;"Terrasse
Video Live-Besichtigung";https://pictures.immobilienscout24.de/dims3/S3/quality/80/legacy_thumbnail/343x193/format/webp/https://s3-eu-west-1.amazonaws.com/prod.www.immobilienscout24.at/012.0012000001E83XT-1695743824-14206cb2d4764a6292fa7c3c9a902dfd;https://www.immobilienscout24.at/expose/651422c9522a89867a0158ec;Available;salzburg/hallein;wohnung;kaufen;2023-12-17;47.7223648;13.0617045;440000.0;3.0;67.0;47.72248778485718;13.061518210853658
Preisbewusste 3 Zimmer Wohnung im Erstbezug;287.000 €;60 m²;3 Zimmer;5400 Hallein;;"Terrasse
Video Live-Besichtigung";https://pictures.immobilienscout24.de/dims3/S3/quality/80/legacy_thumbnail/343x193/format/webp/https://s3-eu-west-1.amazonaws.com/prod.www.immobilienscout24.at/012.0012000001E83YC-1685552983-5b1a115dfdc04801a50f5f574aae5969;https://www.immobilienscout24.at/expose/6523b9597184e066a67f184a;Available;salzburg/hallein;wohnung;kaufen;2023-12-17;47.6821521;13.0956313;287000.0;3.0;60.0;47.68234403048619;13.095446228896565
Stilvoll eingerichtetes Domizil für anspruchsvolle Familien in Rif!;595.000 €;103 m²;5 Zimmer;5400 Hallein;;"Balkon
Parkplatz";https://pictures.immobilienscout24.de/dims3/S3/quality/80/legacy_thumbnail/343x193/format/webp/https://s3-eu-west-1.amazonaws.com/prod.www.immobilienscout24.at/012.0012000001E83Ue-1701966521-718493c9439d4bb3b42f7e9569a57b1c;https://www.immobilienscout24.at/expose/65676f0ee75071a031a5346a;Available;salzburg/hallein;wohnung;kaufen;2023-12-17;47.6821521;13.0956313;595000.0;5.0;103.0;47.68205519550297;13.095736204964789
TOPINVEST- APPARTEMENT SOMMER/WINTEREGION IN BESTLAGE!;614.400 €;114,7 m²;6 Zimmer;5442 Rußbach am Paß Gschütt;;"Garten
Terrasse
Parkplatz";https://pictures.immobilienscout24.de/dims3/S3/quality/80/legacy_thumbnail/343x193/format/webp/https://s3-eu-west-1.amazonaws.com/prod.www.immobilienscout24.at/012.0015I00000KkQTw-1616860400-f84e9148c3ab4bbcb7343e79280de36b;https://www.immobilienscout24.at/expose/64f06448788746f8a6b83d0e;Available;salzburg/hallein;wohnung;kaufen;2023-12-17;47.5875291;13.4607833;614400.0;6.0;114.7;47.58761157352468;13.460587383623338
Vermietete 3 Zimmer Wohnung;339.000 €;84,97 m²;3 Zimmer;5400 Hallein;;Video Live-Besichtigung;https://pictures.immobilienscout24.de/dims3/S3/quality/80/legacy_thumbnail/343x193/format/webp/https://s3-eu-west-1.amazonaws.com/prod.www.immobilienscout24.at/012.0010J000023r621-1691519023-f5ed4d2287f24a95937401f1b8860b0f;https://www.immobilienscout24.at/expose/649576c8484577273fbe8ee7;Available;salzburg/hallein;wohnung;kaufen;2023-12-17;47.6821521;13.0956313;339000.0;3.0;84.97;47.68232015437678;13.09558447053582
4-Zimmer Wohnung mit Terrasse, 2 Garagen und Dachboden;460.000 €;243,31 m²;4 Zimmer;5421 Adnet;;"Terrasse
Video Live-Besichtigung";https://pictures.immobilienscout24.de/dims3/S3/quality/80/legacy_thumbnail/343x193/format/webp/https://s3-eu-west-1.amazonaws.com/prod.www.immobilienscout24.at/012.0010J000028H1K0-1684753279-17cfea5821db4a89b0676783e6fb26c8;https://www.immobilienscout24.at/expose/6492b0a76d102c38a2368b1a;Available;salzburg/hallein;wohnung;kaufen;2023-12-17;47.6963575;13.1307565;460000.0;4.0;243.31;47.69649166221085;13.13067742237687
"3-Zimmer-Gartenwohnung ""BARMSTEIN""";279.000 €;63,27 m²;3 Zimmer;5400 SALZBURG: Hallein, Neualm;;"Garten
Terrasse
Video Live-Besichtigung";https://pictures.immobilienscout24.de/dims3/S3/quality/80/legacy_thumbnail/343x193/format/webp/https://s3-eu-west-1.amazonaws.com/prod.www.immobilienscout24.at/012.0015I00000BjW3e-a9a0abedd7854918b74e57fcc454ee8f;https://www.immobilienscout24.at/expose/64f1e80684d3d0ea92a4b4bd;Available;salzburg/hallein;wohnung;kaufen;2023-12-17;47.6936727;13.0867371;279000.0;3.0;63.27;47.69348628499464;13.08683140119059
Exklusivität neu definiert: 5-Zimmer-Garten-Suite mit 321 m² Süd-West-Garten, ideal für Ihr anspruchsvolles Lebensgefühl.;1.109.000 €;161,64 m²;5 Zimmer;5400 Taxach-Rif;Gewerblich;"Provisionsfrei
Terrasse
Parkplatz";https://pictures.immobilienscout24.de/dims3/S3/quality/80/legacy_thumbnail/343x193/format/webp/https://s3-eu-west-1.amazonaws.com/prod.www.immobilienscout24.at/012.0015I00000c8PP1-1700844557-aa6b65d42e96475c9dfe30d20368248c;https://www.immobilienscout24.at/expose/6560c641bc837a37da114c6c;Available;salzburg/hallein;wohnung;kaufen;2023-12-17;47.7275314;13.0767089;1109000.0;5.0;161.64;47.72763270704316;13.076867942663474
5-Zimmer-Terrassen-Suite: 62 m² Süd-West-Terrasse als Ihr privates Panorama auf die Natur, exklusiv für Ihre Lebensfreude.;1.054.000 €;161,64 m²;5 Zimmer;5400 Taxach-Rif;Gewerblich;"Provisionsfrei
Terrasse
Parkplatz";https://pictures.immobilienscout24.de/dims3/S3/quality/80/legacy_thumbnail/343x193/format/webp/https://s3-eu-west-1.amazonaws.com/prod.www.immobilienscout24.at/012.0015I00000c8PP1-1700844560-721d164d77a14fc1bc41235604c13838;https://www.immobilienscout24.at/expose/6560c641bc837a37da114c72;Available;salzburg/hallein;wohnung;kaufen;2023-12-17;47.7275314;13.0767089;1054000.0;5.0;161.64;47.727541908692864;13.076714226273078
Traumhafte 3-Zimmer-Gartenwohnung: 84 m² pure Lebensqualität mit idyllischem Garten, umgeben von atemberaubender Bergkulisse.;561.000 €;80,2 m²;3 Zimmer;5400 Taxach-Rif;Gewerblich;"Provisionsfrei
Terrasse
Parkplatz";https://pictures.immobilienscout24.de/dims3/S3/quality/80/legacy_thumbnail/343x193/format/webp/https://s3-eu-west-1.amazonaws.com/prod.www.immobilienscout24.at/012.0015I00000c8PP1-1700857652-f8419f8494b84751b0e8f9982ac20f37;https://www.immobilienscout24.at/expose/6560f964babfeff245f9177d;Available;salzburg/hallein;wohnung;kaufen;2023-12-17;47.7275314;13.0767089;561000.0;3.0;80.2;47.727684789734845;13.076581929554273
Ihr grünes Paradies: 3-Zimmer-Gartenwohnung mit 228 m² Süd-West-Terrasse und Garten, perfekt für unvergessliche Stunden in der Natur.;583.500 €;80,71 m²;3 Zimmer;5400 Taxach-Rif;Gewerblich;"Provisionsfrei
Terrasse
Parkplatz";https://pictures.immobilienscout24.de/dims3/S3/quality/80/legacy_thumbnail/343x193/format/webp/https://s3-eu-west-1.amazonaws.com/prod.www.immobilienscout24.at/012.0015I00000c8PP1-1700857651-d69262af49734ca285563669ad381e5e;https://www.immobilienscout24.at/expose/6560f964babfeff245f9177a;Available;salzburg/hallein;wohnung;kaufen;2023-12-17;47.7275314;13.0767089;583500.0;3.0;80.71;47.727638797670856;13.076737838394944
Elegante 3-Zimmer-Terrassenwohnung: 10 m² Terrasse als Ihr privates Fenster zur Natur.;470.000 €;67,48 m²;3 Zimmer;5400 Taxach-Rif;Gewerblich;"Provisionsfrei
Terrasse
Parkplatz";https://pictures.immobilienscout24.de/dims3/S3/quality/80/legacy_thumbnail/343x193/format/webp/https://s3-eu-west-1.amazonaws.com/prod.www.immobilienscout24.at/012.0015I00000c8PP1-1700844557-01357c3c7dc249a5a0122fe3b9ec3e98;https://www.immobilienscout24.at/expose/6560c641bc837a37da114c69;Available;salzburg/hallein;wohnung;kaufen;2023-12-17;47.7275314;13.0767089;470000.0;3.0;67.48;47.72761478772522;13.076641472766696
3-Zimmer-Gartenjuwel: Spektakulärer 180-Grad-Garten, der 118 m² pure Freiheit verspricht.;491.000 €;67,48 m²;3 Zimmer;5400 Taxach-Rif;Gewerblich;"Provisionsfrei
Terrasse
Parkplatz";https://pictures.immobilienscout24.de/dims3/S3/quality/80/legacy_thumbnail/343x193/format/webp/https://s3-eu-west-1.amazonaws.com/prod.www.immobilienscout24.at/012.0015I00000c8PP1-1700844559-9be271f14ad449c28024b8bfa22d6dd7;https://www.immobilienscout24.at/expose/6560c641babfeff245f8fb36;Available;salzburg/hallein;wohnung;kaufen;2023-12-17;47.7275314;13.0767089;491000.0;3.0;67.48;47.72743395269655;13.076545824851388
Gemütliche 3-Zi.-Whg. mit Balkon und Stellplatz;375.000 €;72 m²;3 Zimmer;5412 Puch bei Hallein;;"Balkon
Video Live-Besichtigung";https://pictures.immobilienscout24.de/dims3/S3/quality/80/legacy_thumbnail/343x193/format/webp/https://s3-eu-west-1.amazonaws.com/prod.www.immobilienscout24.at/012.0012000001E3qxd-2959b13672c54d93ba53b32a91f922d1;https://www.immobilienscout24.at/expose/65392d8a63af56b7e92a57c0;Available;salzburg/hallein;wohnung;kaufen;2023-12-17;47.716852;13.0904526;375000.0;3.0;72.0;47.71703966854815;13.090336412359784
Lebensfreude in jeder Ecke - Entdecken Sie Ihr 4-Zimmer-Wohnparadies!;606.000 €;88 m²;4 Zimmer;5400 Hallein;;"Balkon
Parkplatz";https://pictures.immobilienscout24.de/dims3/S3/quality/80/legacy_thumbnail/343x193/format/webp/https://s3-eu-west-1.amazonaws.com/prod.www.immobilienscout24.at/012.0012000001E83Ue-1702640343-b81e8455f0ea4fc891f17017f0c90d2c;https://www.immobilienscout24.at/expose/655e0927babfeff245f44395;Available;salzburg/hallein;wohnung;kaufen;2023-12-17;47.6821521;13.0956313;606000.0;4.0;88.0;47.682249118690464;13.095772061492225
Herrliche Aussichten;530.000 €;98,47 m²;3 Zimmer;5412 Puch bei Hallein;;"Balkon
Video Live-Besichtigung";https://pictures.immobilienscout24.de/dims3/S3/quality/80/legacy_thumbnail/343x193/format/webp/https://s3-eu-west-1.amazonaws.com/prod.www.immobilienscout24.at/012.0010J000023r621-1700647928-863baebbb497454790cc1eb9695ffd25;https://www.immobilienscout24.at/expose/638f465027e3811830d13efd;Available;salzburg/hallein;wohnung;kaufen;2023-12-17;47.716852;13.0904526;530000.0;3.0;98.47;47.71692096589717;13.0904976502853
Helle 3 Zimmer Wohnung mit ca. 70 m² in zentraler Lage - Hallein;276.000 €;70,24 m²;3 Zimmer;5400 Hallein;;Video Live-Besichtigung;https://pictures.immobilienscout24.de/dims3/S3/quality/80/legacy_thumbnail/343x193/format/webp/https://s3-eu-west-1.amazonaws.com/prod.www.immobilienscout24.at/012.0012000001E83u2-1adaa5dd746a4b919616e2e7b2403d29;https://www.immobilienscout24.at/expose/6400a7cc626489e7d73dd92e;Available;salzburg/hallein;wohnung;kaufen;2023-12-17;47.6821521;13.0956313;276000.0;3.0;70.24;47.68234825579261;13.095703810252092
K3 - Schöne 4-Zimmerwohnung in kleiner gepflegter Wohneinheit!;449.000 €;81,33 m²;4 Zimmer;5431 Kuchl;;"Balkon
Parkplatz";https://pictures.immobilienscout24.de/dims3/S3/quality/80/legacy_thumbnail/343x193/format/webp/https://s3-eu-west-1.amazonaws.com/prod.www.immobilienscout24.at/012.0015I000002N6cq-1700248234-c044493119ff4229bf54a10277ba1016;https://www.immobilienscout24.at/expose/6558c1fe7b6abde0b052306b;Available;salzburg/hallein;wohnung;kaufen;2023-12-17;47.6258369;13.1451024;449000.0;4.0;81.33;47.62598491171754;13.145106254788502
Sonnige 5-Zimmer Wohnung in Rif - komplett Möbliert!;595.000 €;105 m²;5 Zimmer;Riferhauptstraße 74, 5400 Taxach;von Privat;"Provisionsfrei
Balkon
Parkplatz
Möbliert";https://pictures.immobilienscout24.de/dims3/S3/quality/80/legacy_thumbnail/343x193/format/webp/https://s3-eu-west-1.amazonaws.com/prod.www.immobilienscout24.at/012.001P9000002aZsg-ad6a66808bca44b4b9f7f03cd06d2b26;https://www.immobilienscout24.at/expose/65393a1f63af56b7e92a61a2;Available;salzburg/hallein;wohnung;kaufen;2023-12-17;;;595000.0;5.0;105.0;;
4 Zimmer Wohnung mit Balkon in Hallein;606.000 €;88 m²;4 Zimmer;Am Almbach 8, 5400 Hallein;von Privat;"Provisionsfrei
Balkon
Terrasse
Parkplatz";https://pictures.immobilienscout24.de/dims3/S3/quality/80/legacy_thumbnail/343x193/format/webp/https://s3-eu-west-1.amazonaws.com/prod.www.immobilienscout24.at/012.0015I00000lb8UY-764a16c2b5fb4cd9b574b65c58e728ea;https://www.immobilienscout24.at/expose/6519d038f513ec6dca7bbd1f;Available;salzburg/hallein;wohnung;kaufen;2023-12-17;47.6871991;13.0964273;606000.0;4.0;88.0;47.687145439550775;13.096564494409956
Neubauwohnung Abtenau;340.635 €;64 m²;3 Zimmer;Markt 238, 5441 Abtenau;von Privat;"Provisionsfrei
Balkon
Parkplatz";https://pictures.immobilienscout24.de/dims3/S3/quality/80/legacy_thumbnail/343x193/format/webp/https://s3-eu-west-1.amazonaws.com/prod.www.immobilienscout24.at/012.0015I00000T2oKE-05163b3678064df5b4d18e5491855d03;https://www.immobilienscout24.at/expose/64dca910124c4f4729c57b7e;Available;salzburg/hallein;wohnung;kaufen;2023-12-17;47.5640518;13.3455911;340635.0;3.0;64.0;47.56397552396035;13.345716841237085
Traum-Wohnung mit riesigem Garten & Wintergarten: Luxus & Ruhe in Ihrem neuen Zuhause!;599.000 €;139 m²;4 Zimmer;5423 Sankt Koloman;;"Garten
Balkon
Terrasse
Video Live-Besichtigung
Parkplatz";https://pictures.immobilienscout24.de/dims3/S3/quality/80/legacy_thumbnail/343x193/format/webp/https://s3-eu-west-1.amazonaws.com/prod.www.immobilienscout24.at/012.0015I000005E2DL-7de19e8776bd4bb2b8b4df794f7fadbd;https://www.immobilienscout24.at/expose/6565e08de75071a031a28bff;Available;salzburg/hallein;wohnung;kaufen;2023-12-18;47.6427509;13.2040549;599000.0;4.0;139.0;47.6428965320093;13.204121937952372
Willkommen daheim! 3-Zimmer-Gartenwohnung in Hallein;420.000 €;67 m²;3 Zimmer;5400 Hallein;Engel & Völkers Salzburg;"Garten
Terrasse
Video Live-Besichtigung
Parkplatz";https://pictures.immobilienscout24.de/dims3/S3/quality/80/legacy_thumbnail/343x193/format/webp/https://s3-eu-west-1.amazonaws.com/prod.www.immobilienscout24.at/012.0010J000025vam4-1700128-0231dc14cc2846e8ac84b378aab671de;https://www.immobilienscout24.at/expose/6555f52c7b6abde0b04dab80;Available;salzburg/hallein;wohnung;kaufen;2023-12-18;47.6821521;13.0956313;420000.0;3.0;67.0;47.6820595179646;13.095562808927637
Wohnen in Annaberg im Lammertal, wo andere Urlaub machen!;ab 268.000 €;77,53 – 77,53 m²;3 – 3 Zimmer;Annaberg, 5524 Annaberg;, akad. IM Tijana Sreco;"Neubauprojekt
Provisionsfrei
Balkon";https://pictures.immobilienscout24.de/dims3/S3/quality/80/legacy_thumbnail/343x193/format/webp/https://s3-eu-west-1.amazonaws.com/prod.www.immobilienscout24.at/012.0012000001E3qoQ-1675252024-e675d0fa167347f585f4004e0d5d029c;https://www.immobilienscout24.at/expose/63e211ea8052a33f87ffae1c;Available;salzburg/hallein;wohnung;kaufen;2023-12-18;47.5134803;13.432488371976863;268000.0;3.0;77.53;47.513348180036424;13.432324278462868
Traumwohnung mit Wow-Faktor: Entdecken Sie 90 m² Luxus mit Panoramabalkon und mehr!;391.000 €;89,67 m²;3 Zimmer;5423 Sankt Koloman;;"Balkon
Terrasse
Video Live-Besichtigung
Parkplatz";https://pictures.immobilienscout24.de/dims3/S3/quality/80/legacy_thumbnail/343x193/format/webp/https://s3-eu-west-1.amazonaws.com/prod.www.immobilienscout24.at/012.0015I000005E2DL-5a78bcd872c14880b760c7ab4dd46844;https://www.immobilienscout24.at/expose/6565e08d962bf757168a2481;Available;salzburg/hallein;wohnung;kaufen;2023-12-18;47.6427509;13.2040549;391000.0;3.0;89.67;47.64258554094596;13.204246227798333
3 Zimmer Wohnung mit Balkon in Puch;598.000 €;79,55 m²;3 Zimmer;5412 Sankt Jakob am Thurn;Kainz Gruppe Office;"Balkon
Video Live-Besichtigung
Parkplatz";https://pictures.immobilienscout24.de/dims3/S3/quality/80/legacy_thumbnail/343x193/format/webp/https://s3-eu-west-1.amazonaws.com/prod.www.immobilienscout24.at/012.0012000001E3qlE-1655813477-06be31945480425099da010eec99edf8;https://www.immobilienscout24.at/expose/62c53d46780e0f9d32328c52;Available;salzburg/hallein;wohnung;kaufen;2023-12-18;47.7397061;13.094851;598000.0;3.0;79.55;47.739675584995865;13.094778615954436
Stilvoll wohnen: Moderne 3-Zimmer Wohnung mit Flair;535.500 €;85,85 m²;3 Zimmer;Gangsteig 122, 5440 Golling an der Salzach;, MBA Michael Fuchsberger;"Provisionsfrei
Terrasse
Video Live-Besichtigung
Parkplatz";https://pictures.immobilienscout24.de/dims3/S3/quality/80/legacy_thumbnail/343x193/format/webp/https://s3-eu-west-1.amazonaws.com/prod.www.immobilienscout24.at/012.0012000001E3qoQ-1698407914-0ffd44ff032b4a67a394babfa6695fc8;https://www.immobilienscout24.at/expose/653b8c5a02546dfd98d30edd;Available;salzburg/hallein;wohnung;kaufen;2023-12-18;47.6003053;13.1663391;535500.0;3.0;85.85;47.60042732306789;13.16641440852137
ruhige 3-Zimmer-Wohnung im Dachgeschoß;132.000 €;63,7 m²;3 Zimmer;Neubach 147, 5523 Lungötz;, MBA Michael Fuchsberger;"Provisionsfrei
Balkon
Video Live-Besichtigung";https://pictures.immobilienscout24.de/dims3/S3/quality/80/legacy_thumbnail/343x193/format/webp/https://s3-eu-west-1.amazonaws.com/prod.www.immobilienscout24.at/012.0012000001E3qoQ-1697112128-c29716d91ba145418e42bc89d1a5c8ff;https://www.immobilienscout24.at/expose/6527c5e4ca8ceb789bd0832b;Available;salzburg/hallein;wohnung;kaufen;2023-12-18;47.496486;13.4095994;132000.0;3.0;63.7;47.49656830363476;13.409525393637994
Puch - am Thurnberg;ab 394.000 €;52,49 – 79,55 m²;2 – 3 Zimmer;5412 Sankt Jakob am Thurn;Kainz Gruppe Office;"Neubauprojekt
Garten
Balkon
Terrasse";https://pictures.immobilienscout24.de/dims3/S3/quality/80/legacy_thumbnail/343x193/format/webp/https://s3-eu-west-1.amazonaws.com/prod.www.immobilienscout24.at/012.0012000001E3qlE-1655730963-01ef0d4f774f426aaa8684059980d90f;https://www.immobilienscout24.at/expose/62c53d4580f8c73e11c597a5;Available;salzburg/hallein;wohnung;kaufen;2023-12-18;47.7397061;13.094851;394000.0;2.5;66.02;47.73976395959305;13.095045524335468
"""Charmante Altbauwohnung mit separatem Atelier!""";300.000 €;100 m²;5 Zimmer;5400 Hallein;Büro Bad Reichenhall;Video Live-Besichtigung;https://pictures.immobilienscout24.de/dims3/S3/quality/80/legacy_thumbnail/343x193/format/webp/https://s3-eu-west-1.amazonaws.com/prod.www.immobilienscout24.at/012.0012000001E3qy9-1702055720-a56121a523db4b3b84615b46e5fff683;https://www.immobilienscout24.at/expose/657341503fbe8448636d2b7c;Available;salzburg/hallein;wohnung;kaufen;2023-12-18;47.6821521;13.0956313;300000.0;5.0;100.0;47.682233057419985;13.095830825753891
"""Charmante Altbauwohnung im neuen Glanz!""";220.000 €;75 m²;3 Zimmer;5400 Hallein;Büro Bad Reichenhall;Video Live-Besichtigung;https://pictures.immobilienscout24.de/dims3/S3/quality/80/legacy_thumbnail/343x193/format/webp/https://s3-eu-west-1.amazonaws.com/prod.www.immobilienscout24.at/012.0012000001E3qy9-1702055720-f7c96ffa4b74465c9930040d9aa8b04b;https://www.immobilienscout24.at/expose/65734150e472d5fc06c3f722;Available;salzburg/hallein;wohnung;kaufen;2023-12-18;47.6821521;13.0956313;220000.0;3.0;75.0;47.681984245535446;13.095552466411638
Am Fischbach: 4-Zimmer Wohnungen;434.180 €;87,01 m²;4 Zimmer;5441 Abtenau;Leitgöb Wohnbau BAUTRÄGER GMBH;"Provisionsfrei
Terrasse
Video Live-Besichtigung";https://pictures.immobilienscout24.de/dims3/S3/quality/80/legacy_thumbnail/343x193/format/webp/https://s3-eu-west-1.amazonaws.com/prod.www.immobilienscout24.at/012.0012000001E3qvg-ba082e3bb23f46bab069644dbd28a4fb;https://www.immobilienscout24.at/expose/648b38a771dcab46b6b167a2;Available;salzburg/hallein;wohnung;kaufen;2023-12-18;47.5642319;13.3460333;434180.0;4.0;87.01;47.564178545616244;13.346089858045195
Am Fischbach: 3-Zimmer Wohnungen;351.945 €;70,53 m²;3 Zimmer;5441 Abtenau;Leitgöb Wohnbau BAUTRÄGER GMBH;"Provisionsfrei
Terrasse
Video Live-Besichtigung";https://pictures.immobilienscout24.de/dims3/S3/quality/80/legacy_thumbnail/343x193/format/webp/https://s3-eu-west-1.amazonaws.com/prod.www.immobilienscout24.at/012.0012000001E3qvg-0285c7af0da2410f8c75c2777033b50b;https://www.immobilienscout24.at/expose/648b38a771dcab46b6b1679f;Available;salzburg/hallein;wohnung;kaufen;2023-12-18;47.5642319;13.3460333;351945.0;3.0;70.53;47.5643390412987;13.346091181251317
ZENTRALE WOHLFÜHLOASE;449.997 €;74 m²;3 Zimmer;5412 Puch bei Hallein;Onur Poyraz;"Garten
Balkon
Video Live-Besichtigung";https://pictures.immobilienscout24.de/dims3/S3/quality/80/legacy_thumbnail/343x193/format/webp/https://s3-eu-west-1.amazonaws.com/prod.www.immobilienscout24.at/012.0012000001E3r9F-be472114719943f699fb8a91006c70b9;https://www.immobilienscout24.at/expose/6566d5a8e75071a031a47f94;Available;salzburg/hallein;wohnung;kaufen;2023-12-18;47.716852;13.0904526;449997.0;3.0;74.0;47.717025152914495;13.090274559400042
Abtenau, Nähe Hallein - Stylistisch sehr attraktive Wohnung mit schönem Balkon in ruhiger Lage, toller Bergblick und wenige Gehminuten zum Schwimmbad!;299.900 €;73,98 m²;3 Zimmer;5441 Abtenau;Ulrike Widhalm;"Balkon
Video Live-Besichtigung";https://pictures.immobilienscout24.de/dims3/S3/quality/80/legacy_thumbnail/343x193/format/webp/https://s3-eu-west-1.amazonaws.com/prod.www.immobilienscout24.at/012.0012000001E846C-1675091842-12fee317b4524d8a844afa777bd7209b;https://www.immobilienscout24.at/expose/63d3bf9f92dc1db271794fc0;Available;salzburg/hallein;wohnung;kaufen;2023-12-18;47.5642319;13.3460333;299900.0;3.0;73.98;47.56419446496438;13.345962789039088
3 Zimmer Wohnung in ruhiger Lage;370.000 €;72 m²;3 Zimmer;5412 Puch bei Hallein;Simon Krims;"Video Live-Besichtigung
Parkplatz
Teilmöbliert";https://pictures.immobilienscout24.de/dims3/S3/quality/80/legacy_thumbnail/343x193/format/webp/https://s3-eu-west-1.amazonaws.com/prod.www.immobilienscout24.at/012.0012000001E3r00-1701254610-7e18eac857da4d5081001ce8b9cc3c63;https://www.immobilienscout24.at/expose/658022f3bfd5ce3bccf1acb8;Available;salzburg/hallein;wohnung;kaufen;2023-12-18;47.716852;13.0904526;370000.0;3.0;72.0;47.71669736211282;13.090498838923468
3 Zimmer Wohnung mit Balkon in Puch;493.000 €;65,67 m²;3 Zimmer;5412 Sankt Jakob am Thurn;Kainz Gruppe Office;"Balkon
Video Live-Besichtigung";https://pictures.immobilienscout24.de/dims3/S3/quality/80/legacy_thumbnail/343x193/format/webp/https://s3-eu-west-1.amazonaws.com/prod.www.immobilienscout24.at/012.0012000001E3qlE-1655813475-fb9170a9d2ba45908a339f5ffb0f76f7;https://www.immobilienscout24.at/expose/655dc633bc837a37da0c396a;Available;salzburg/hallein;wohnung;kaufen;2023-12-18;47.7397061;13.094851;493000.0;3.0;65.67;47.73958525015386;13.094892568444052
ALTSTADT-FLAIR PUR - Charmante 3-Zimmer-Altbauwohnung in Hallein;345.000 €;96,91 m²;3 Zimmer;5400 Hallein;Diana Aleksic;"Video Live-Besichtigung
Altbau";https://pictures.immobilienscout24.de/dims3/S3/quality/80/legacy_thumbnail/343x193/format/webp/https://s3-eu-west-1.amazonaws.com/prod.www.immobilienscout24.at/012.0012000001E83Xc-1678300188-914a04375d5c41ad8804d4bd936977b3;https://www.immobilienscout24.at/expose/655dd069bc837a37da0c46a1;Available;salzburg/hallein;wohnung;kaufen;2023-12-18;47.6821521;13.0956313;345000.0;3.0;96.91;47.68210843238786;13.095535591820184
